Candidate Id,Employee Id,First Name,Middle Name,Last Name,DegreePercentage,12th/DiplomaPercentage,SSCPercentage,University Name,Native State,Background(CS\NCS),Industrial Training,TrainingExam1Percentage,Exam1Grade,TrainingExam2Percentage,Exam2Grade,IntoProduction,Channel
C3036,E3036,Nerusu,Sujitha,Shetty,73.3,92,91.1,JNTU ,Andhra Pradesh,NCS,N,92,A,0,C,0,Referral
C3037,E3037,Vandana,,Suranagi,71.39,90.7,89,JNTU ,Andhra Pradesh,NCS,N,82,A,0,C,0,Referral
C3038,,Soujanya,Murthy,Sreekumar,71.2,69.4,82.4,JNTU ,Andhra Pradesh,NCS,N,,,,,,Walk in Interviews
C3039,E3039,Swetha,,Sukumaran,63.6,87,93,JNTU ,Andhra Pradesh,NCS,N,88,A,0,C,0,Online
C3040,,Santosh,Kumar,Singla,63.1,86.4,84.7,JNTU ,Andhra Pradesh,NCS,N,,,,,,Campus Recruitment
C3041,E3041,Srinivasa ,Rao,Srinivasan,77.4,96.5,88.33,JNTU ,Andhra Pradesh,NCS,N,92,A,0,C,0,Referral
C3042,,Bhargavi,,Sanwariya,74.2,87.3,79.6,JNTU ,Andhra Pradesh,NCS,N,,,,,,Campus Recruitment
C3043,E3043,Presencia,Nidhya,Singh,77.34,94.17,95.5,ANU  ,Tamil Nadu,NCS,N,74,B+,0,C,0,Campus Recruitment
C3044,E3044,Sheetal,Mahesh,Sivanandan,59.46,72.67,84,BOMU ,Maharashtra,NCS,N,81,A,0,C,0,Campus Recruitment
C3045,E3045,Hardik,Deepak,Selvakani,63.28,84.67,84.4,BOMU ,Maharashtra,NCS,N,97,A,0,C,0,Referral
,,Mahir,Kantilal,Sharma,66.19,84.33,85.33,BOMU ,Maharashtra,,,,,,,,Campus Recruitment
C3047,E3047,Mohd. Saarim,Mohd Shakir,Sharma,73.28,86.67,87.73,BOMU ,Maharashtra,NCS,N,81,A,0,C,0,Walk in Interviews
C3048,E3048,Sahil,Sunil,Singh,72.41,86.17,85.73,BOMU ,Maharashtra,NCS,N,94,A,0,C,0,Walk in Interviews
C3049,E3049,Siddharth,Sanjay,Somani,56.73,82.5,87.6,BOMU ,Maharashtra,NCS,N,83,A,0,C,0,Walk in Interviews
C3050,,Nishit,Ashok,Shinde,66.46,85.82,85.6,BOMU ,Maharashtra,NCS,N,,,,,,Campus Recruitment
,,Susan,George,Sud,73.3,76.8,82.5,MADU ,Tamil Nadu,,,,,,,,Walk in Interviews
,,Saran,Raj,Singla,66.47,74.3,81.5,ANU  ,Tamil Nadu,,,,,,,,Referral
C3053,,Madhumitha,,Sharma,78.61,94,84.36,ANU  ,Tamil Nadu,NCS,N,,,,,,Online
C3054,,Veeradharani,,Surendranath,81.4,98,90.1,ANU  ,Tamil Nadu,NCS,N,,,,,,Online
C3055,E3055,Ashwini,,Sanivarapu,80.03,95.92,90.64,ANU  ,Tamil Nadu,NCS,N,87,A,0,C,0,Online
,,Karthikeyan,,Shahapuri,78.34,93.25,96.4,ANU  ,Tamil Nadu,,,,,,,,Referral
C3057,,Kalpana,Kadiravel,Shah,74.43,86.5,89.16,ANU  ,Tamil Nadu,NCS,N,,,,,,Online
,,Gayathri,,Sekar,82.8,97.08,88.82,ANU  ,Tamil Nadu,,,,,,,,Referral
C3059,,Vignesh,Kumar,Suri,65.7,90,84.9,ANU  ,Tamil Nadu,NCS,N,,,,,,Referral
,,Priyanka,Predeep Kumar,Singh,58.35,66,86.43,MSB  ,Gujarat,,,,,,,,Walk in Interviews
C3061,E3061,Mitesh,Surendra Bhai,Sharma,59.29,78.87,84.14,MSB  ,Gujarat,NCS,N,89,A,0,C,0,Online
,,Pooja,Kumari,Shukla,60.38,74.8,79.8,ANU  ,Gujarat,,,,,,,,Campus Recruitment
C3063,E3063,Anubhuti,Prem,Saini,57.64,68.33,82,MSB  ,Gujarat,NCS,N,77,B+,0,C,0,Referral
C3064,,Joginder Singh,Baldev Singh,Shah,56.67,70.13,81.29,ANU  ,Gujarat,NCS,N,,,,,,Campus Recruitment
C3065,E3065,Sweta,Suresh Kumar,Sukumar,61.42,70.5,89,ANU  ,Gujarat,NCS,N,60,C,63,C,0,Campus Recruitment
C3066,E3066,Kumaran,,Shankar,63.5,80,70.63,ANU  ,Tamil Nadu,NCS,N,60,C,63,C,0,Campus Recruitment
,,Anbarasan,,Sagiraju,79.47,91.09,81.91,ANU  ,Tamil Nadu,,,,,,,,Referral
,,Sudarsan,Pradeep,Srivastava,70.6,90.4,79.8,RAJU ,Tamil Nadu,,,,,,,,Campus Recruitment
,,Amit,,S,8.19,75.2,90.83,VIOTE,Tamil Nadu,,,,,,,,Walk in Interviews
,,Sthitaprajnya,,Srivastava,6.92,81.6,88.8,VIOTE,Tamil Nadu,,,,,,,,Walk in Interviews
,,Arvind,Venkatakrishna,Samji,75,73,73,ANU  ,Tamil Nadu,,,,,,,,Walk in Interviews
,,Lakshmi,Priyanka,Shankar,8.35,91.7,91.6,VIOTE,Tamil Nadu,,,,,,,,Campus Recruitment
C3073,E3073,Neeraj,,Shenoy,8.63,70.4,74.8,VIOTE,Tamil Nadu,NCS,N,89,A,0,C,0,Walk in Interviews
C3074,,Ritesh,,Singh,9.1,76.2,83.16,VIOTE,Tamil Nadu,NCS,N,,,,,,Referral
C3075,,Sopan,Shekhar,Sovat,69.13,69.6,78.8,RAJU ,Rajasthan,NCS,N,,,,,,Online
C3076,,Rohit,,Singh,69.15,71.6,81.2,RAJU ,Rajasthan,NCS,N,,,,,,Online
C3077,E3077,Neha,,Shet,88.66,84,90.17,RAJU ,Rajasthan,NCS,N,92,A,0,C,0,Online
C3078,E3078,Gautam,,Sehgal,67.16,70.2,76.8,RAJU ,Rajasthan,NCS,N,74,B+,0,C,0,Referral
C3079,E3079,Rahul,,Singh,71.1,74.6,79.8,RAJU ,Rajasthan,NCS,N,96,A,0,C,0,Online
,,Risha,,Singh,73.16,77.4,88.4,RAJU ,Rajasthan,,,,,,,,Referral
C3081,E3081,Swati,,Sukavanam,69.2,75.2,79.8,RAJU ,Rajasthan,NCS,N,95,A,0,C,0,Online
C3082,E3082,Abhishek,,Razdan,72.5,71.4,76.4,RAJU ,Rajasthan,NCS,N,82,A,0,C,0,Referral
,,Sushma,,Sudheer,75.18,92.5,87.6,JNTU ,Andhra Pradesh,,,,,,,,Online
,,Shravani,,Soda,64.9,79.3,80.4,JNTU ,Andhra Pradesh,,,,,,,,Online
,,Sri,Divya,Sridhara,80.8,95.2,83,NAGU ,Andhra Pradesh,,,,,,,,Referral
C3086,E3086,Bhagya,Sameera,Sanku,76.34,94,87.5,NAGU ,Andhra Pradesh,NCS,N,86,A,0,C,0,Campus Recruitment
C3087,E3087,Abhilash,,Ravindran,71.5,83.8,87.1,NAGU ,Andhra Pradesh,NCS,N,60,C,63,C,0,Referral
C3088,,Koteswara,Rao,Shaji,70.06,89.8,81,NAGU ,Andhra Pradesh,NCS,N,,,,,,Campus Recruitment
C3089,E3089,Balaji,,Sankaranarayanan,74.78,90.6,72.83,JNTU ,Andhra Pradesh,NCS,N,95,A,0,C,0,Online
C3090,E3090,Sireesha,,Somasundaram,86.8,97.2,85.83,NAGU ,Andhra Pradesh,NCS,N,95,A,0,C,0,Walk in Interviews
,,Hemanth,Rajesh,Senthil,66.5,90.8,85,RGPRV,Andhra Pradesh,,,,,,,,Referral
,,Chitra,,Sarma,59.52,92.41,92.63,PUNEU,Maharashtra,,,,,,,,Campus Recruitment
C3093,,Sunil,,Subramanian,69.63,83.4,87,PUNJU,Punjab,NCS,N,,,,,,Referral
C3094,E3094,Varun,,Suravarapu,66.67,73,81.6,PUNJU,Punjab,NCS,N,84,A,0,C,0,Campus Recruitment
,,Ankit,Kumar,Sahi,68.45,80.2,80.6,PUNJU,Punjab,,,,,,,,Online
C3096,E3096,Sahil,,Singh,64.6,74,87,PUNEU,Punjab,NCS,N,75,B+,0,C,0,Campus Recruitment
C3097,E3097,Sumit,,Subramaniam,79.02,77.6,88.4,PUNJU,Punjab,NCS,N,93,A,0,C,0,Referral
C3098,,Gurpreet,Kaur,Sekaran,70.2,87,77,PUNJU,Punjab,NCS,N,,,,,,Referral
C3099,E3099,Karan,,Shah,60.04,71.2,70.2,PUNJU,Punjab,NCS,N,81,A,0,C,0,Walk in Interviews
,,Ramandeep,Kaur,Singh,67.1,80.8,80.8,PUNJU,Punjab,,,,,,,,Online
C3101,E3101,Abhishek,,Reddy,61.65,81.38,0,PUNJU,Punjab,NCS,N,97,A,0,C,0,Campus Recruitment
,,Naveen,Reddyhalli,Sheik,62.35,81.66,87.2,VTU  ,Karnataka,,,,,,,,Referral
,,Shamanth,Sathyanarayana,Sitaraman,72.19,80.83,82.56,VTU  ,Karnataka,,,,,,,,Campus Recruitment
C3104,E3104,Abhinav,Sunder Rajan,Rawat,69.74,84.8,86.2,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Campus Recruitment
C3105,E3105,Prema,Chand,Singh,71.32,81.33,65.12,VTU  ,Karnataka,NCS,N,93,A,0,C,0,Campus Recruitment
C3106,E3106,Subhadeep,,Srivastava,65.05,82.8,90.8,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
,,Ashwini,Chandrashekar,Sanil,77.01,86.6,83.8,VTU  ,Karnataka,,,,,,,,Campus Recruitment
C3108,E3108,Anoop,Kamath,Sahu,80.7,88.66,82.4,VTU  ,Karnataka,NCS,N,94,A,0,C,0,Walk in Interviews
,,Raman,,Singh,66.09,74.8,80.4,VTU  ,Karnataka,,,,,,,,Walk in Interviews
C3110,E3110,Meghashri,Gopinath,Sharma,66.54,78.5,86.24,VTU  ,Karnataka,NCS,N,84,A,0,C,0,Walk in Interviews
,,Nilay,,Shetty,71.08,78.4,90.2,BOMU ,Karnataka,,,,,,,,Campus Recruitment
C3112,E3112,Sravya,Reddy,Sridhar,69.83,92.4,82.6,VTU  ,Karnataka,NCS,N,83,A,0,C,0,Walk in Interviews
,,Harshavardhan,Budigere,Selvarajan,74.85,82.16,74.24,WBUOT,Karnataka,,,,,,,,Referral
,,Sudhakar,Prajwal,Srivastava,66.98,84.33,83.83,BU   ,Karnataka,,,,,,,,Online
C3115,E3115,Surabhi,Radha,Subramanian,71.86,86.5,81.6,VTU  ,Karnataka,NCS,N,88,A,0,C,0,Online
C3116,E3116,Prashanth,,Sidhu,67.22,72.66,75.68,BU   ,Karnataka,NCS,N,75,B+,0,C,0,Online
C3117,E3117,Ajit,Pradeep,Roy,59.61,81,82.26,BOMU ,Maharashtra,NCS,N,99,A,0,C,0,Referral
C3118,E3118,Ankit,Jayprakash,Saharan,56.75,85,81.8,BOMU ,Maharashtra,NCS,N,80,A,0,C,0,Online
,,Amruta,Bhalchandra,Sachar,63.65,86.83,84.8,BOMU ,Maharashtra,,,,,,,,Referral
C3120,E3120,Abhinav,,Ravishankar,68.75,72.2,85.33,BOMU ,Maharashtra,NCS,N,95,A,0,C,0,Online
,,Minal,Mohandas,Sharma,56.31,73.5,88.93,BOMU ,Maharashtra,,,,,,,,Referral
C3122,E3122,Sruthi,Mudrika,Sriramaneni,74.87,79.6,80.8,GGSIU,Kerala,NCS,N,83,A,0,C,0,Online
,,Deepak,,Satam,78.41,82.6,88.5,GGSIU,Kerala,,,,,,,,Online
,,Rahul,,Singh,71.66,76.2,87.4,WBUOT,Kerala,,,,,,,,Referral
,,Lekshmi,,Sharma,69.46,85.33,88.66,GGSIU,Kerala,,,,,,,,Campus Recruitment
C3126,,Bhavish,,Sapkar,60.16,73.2,79,PUNJU,Punjab,NCS,N,,,,,,Referral
C3127,E3127,Raj Partap ,Pratap Singh,Singh,62.46,72,77.6,PUNJU,Punjab,NCS,N,80,A,0,C,0,Campus Recruitment
C3128,E3128,Rahul,,Singh,63.06,72.6,86.8,PUNJU,Punjab,NCS,N,88,A,0,C,0,Online
C3129,E3129,Lisha,,Sharma,73.65,77.8,84.8,PUNJU,Punjab,NCS,N,93,A,0,C,0,Walk in Interviews
C3130,E3130,Satakshi,,Singla,74.7,81.8,91.6,PUNJU,Punjab,NCS,N,94,A,0,C,0,Referral
C3131,E3131,Nishith,,Shirly Raj,63.74,81.4,79.6,PUNJU,Punjab,NCS,N,88,A,0,C,0,Campus Recruitment
C3132,E3132,Nikhil,Balembettu,Shetty,68.35,84.6,87.4,VTU  ,Karnataka,NCS,N,91,A,0,C,0,Referral
C3133,E3133,Narendra,,Sharma,69.29,84.16,83.66,VTU  ,Karnataka,NCS,N,80,A,0,C,0,Campus Recruitment
C3134,,Devi ,Mohan,Satti,68.96,85.83,93.6,VTU  ,Karnataka,NCS,N,,,,,,Online
C3135,,Sachin,,Singh,70.47,78.83,80.48,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C3136,,Lokesh,,Sharma,6.2,83.2,73.4,PEC - Deemed University,Chandigarh,NCS,N,,,,,,Referral
C3137,E3137,Rajat,,Singh,6.64,71.8,83.2,P.E.C.(D.U),Chandigarh,NCS,N,89,A,0,C,0,Referral
C3138,E3138,Pankaj,,Shrigadi,8.2,81,80.8,P.E.C (D.U),Chandigarh,NCS,N,91,A,0,C,0,Walk in Interviews
,,Anu,,Saini,8.7,88,92.8,PEC Deemed-University,Chandigarh,,,,,,,,Online
C3140,E3140,Prakhar,Deep,Siddaiah,7,86.4,89.33,P.E.C (D.U),Chandigarh,NCS,N,89,A,0,C,0,Campus Recruitment
C3141,E3141,Prashant ,,Sidhu,60.77,64.67,90,BOMU ,Maharashtra,NCS,N,88,A,0,C,0,Referral
C3142,,Roshan ,Dolphi,Singh,62.02,77.8,80.53,BOMU ,Maharashtra,NCS,N,,,,,,Campus Recruitment
C3143,E3143,Pallavi ,Dayanand,Shree,55.88,77,82.26,BOMU ,Maharashtra,NCS,N,91,A,0,C,0,Campus Recruitment
,,Stany ,Devdas,Srivastava,58.47,61.71,70.8,BOMU ,Maharashtra,,,,,,,,Campus Recruitment
C3145,E3145,Resmi ,Vasantha,Singh,80.48,94.5,85.3,MGU  ,Kerala,NCS,N,85,A,0,C,0,Referral
C3146,E3146,Arun ,Rema Devi,Samant,76.24,78.6,82,CUSAT,Kerala,NCS,N,98,A,0,C,0,Campus Recruitment
C3147,E3147,Anu ,,Saini,75.28,71.6,82.8,CUSAT,Kerala,NCS,N,73,B+,0,C,0,Walk in Interviews
C3148,E3148,Sanjoy ,Alok,Singi,75.26,78.8,76.8,CUSAT,Kerala,NCS,N,87,A,0,C,0,Walk in Interviews
C3149,E3149,Sikha ,Konjanmar,Somashekar,84.2,89.33,94.6,KERLU,Kerala,NCS,N,93,A,0,C,0,Walk in Interviews
C3150,E3150,Ashley ,Thomas,Sanap,67.28,81.33,82.83,MGU  ,Kerala,NCS,N,80,A,0,C,0,Campus Recruitment
,,Suneeth ,,Subramaniam Arumugam,75.56,91.5,92.33,MGU  ,Kerala,,,,,,,,Walk in Interviews
C3152,E3152,Josely ,Mol,Shah,66.46,84.5,92,KERLU,Kerala,NCS,N,60,C,63,C,0,Referral
C3153,E3153,Aparna ,Raj,Saldanha,81.79,78,86,KERLU,Kerala,NCS,N,77,B+,0,C,0,Online
,,Akhileshkumar,Lalji,Royyuru,72.1,87.5,81.86,BOMU ,Maharashtra,,,,,,,,Online
C3155,E3155,Jaya,Kumar,Sethurajan,72.36,92.4,83.36,JNTU ,Andhra Pradesh,NCS,N,82,A,0,C,0,Online
C3156,E3156,Priyanka,,Singh,72.6,94.2,87.86,PUNJI,Andhra Pradesh,NCS,N,83,A,0,C,0,Referral
,,Abhilash,,Ravindra,78.43,67.4,80.8,ANU  ,Tamil Nadu,,,,,,,,Online
,,Venkata,Subramanian,Suresh,77.2,72.2,79.6,ANU  ,Tamil Nadu,,,,,,,,Referral
C3159,E3159,Aarthi,,Ravi,83.48,94.4,91,ANU  ,Tamil Nadu,NCS,N,94,A,0,C,0,Online
C3160,E3160,Padmini,Pavithra,Shivaram,77.75,86.1,88.8,ANU  ,Tamil Nadu,NCS,N,84,A,0,C,0,Referral
C3161,E3161,Sheshathri,R,Sivaprasad,69.13,88.5,86.4,ANU  ,Tamil Nadu,NCS,N,84,A,0,C,0,Online
C3162,,Sreemant,,Sridhar,85.25,93.6,92.8,ANU  ,Tamil Nadu,NCS,N,,,,,,Online
,,Mayank,,Sharma,8.4,71.2,86,MGU  ,Sikkim,,,,,,,,Referral
C3164,,Kumar,,Shanbhag,9.09,76.4,82,SMUHS,Sikkim,NCS,N,,,,,,Campus Recruitment
,,Vishal,,Swamy,6.21,65.2,87,KERLU,Sikkim,,,,,,,,Referral
C3166,E3166,Pradyumn,,Shyamshankar,8.01,84,92,SMUHS,Sikkim,NCS,N,93,A,0,C,0,Campus Recruitment
,,Divyanshu,,Saxena,8.98,69.4,80,WBUOT,Sikkim,,,,,,,,Online
C3168,,Malay,,Sharma,7.85,67,83,MGU  ,Sikkim,NCS,N,,,,,,Walk in Interviews
C3169,E3169,Kumar,Ashish,Shanbogh,8.37,77,85,MGU  ,Sikkim,NCS,N,80,A,0,C,0,Referral
,,Priyanka,,Singh,6.33,65.2,82.2,SMUHS,Sikkim,,,,,,,,Campus Recruitment
C3171,E3171,Abhimanyu,,Ravindran,6.38,67.75,71.2,CCH  ,Sikkim,NCS,N,84,A,0,C,0,Referral
,,Pratik,,Singh,8.45,70.2,85.4,WBUOT,Sikkim,,,,,,,,Campus Recruitment
C3173,E3173,Nafisa,,Sharma,8.42,73.6,78,WBUOT,Sikkim,NCS,N,75,B+,0,C,0,Online
,,Sourabh,,Sreekumar,8.91,82,76,WBUOT,Sikkim,,,,,,,,Campus Recruitment
,,Avisek,,Sankar,6.13,69.83,78.67,SMUHS,Sikkim,,,,,,,,Referral
C3176,,Ambika,,Russel,7.21,67.2,86.4,SMUHS,Sikkim,NCS,N,,,,,,Referral
C3177,E3177,Sanjaya,Marigondahalli,Singhal,61.25,83.83,89.6,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Walk in Interviews
C3178,,Salar,Roshna,Singh,68.5,85,87.4,KERLU,Kerala,NCS,N,,,,,,Online
C3179,E3179,Sindhya,,Somashekre Gowda,78.43,86,93.2,VTU  ,Kerala,NCS,N,93,A,0,C,0,Campus Recruitment
C3180,,Madhuri,Saraswathi,Sharma,70.47,81,91.6,KERLU,Kerala,NCS,N,,,,,,Referral
C3181,E3181,Neetu,,Sheoran,60.11,81.2,84.4,PUNEU,Maharashtra,NCS,N,82,A,0,C,0,Campus Recruitment
C3182,,Himanshu,,Seshadri,55.13,82.6,85.6,BOMU ,Maharashtra,NCS,N,,,,,,Campus Recruitment
C3183,,Aditya,,Roy,55,82,83,PUNEU,Maharashtra,NCS,N,,,,,,Campus Recruitment
,,Gaurav,,Sehgal,56.28,70,84.4,PUNEU,Maharashtra,,,,,,,,Referral
C3185,,Rahul,,Singh,56.44,79.2,79,PUNEU,Maharashtra,NCS,N,,,,,,Campus Recruitment
,,Abhineet,,Rawat,57.21,89.8,90.4,PUNEU,Maharashtra,,,,,,,,Walk in Interviews
,,Mitul,,Sharma,59.4,96.8,92.4,PUNEU,Maharashtra,,,,,,,,Walk in Interviews
C3188,E3188,Guru ,Prasad,Seli,77.64,82,89.76,VTU  ,Karnataka,NCS,N,90,A,0,C,0,Walk in Interviews
,,Tanush,,Sukumari,67.7,79.6,90,VTU  ,Karnataka,,,,,,,,Campus Recruitment
C3190,E3190,Shathabi,Mullusoge,Sivakumar,71.25,93.83,94,VTU  ,Karnataka,NCS,N,91,A,0,C,0,Walk in Interviews
C3191,E3191,Sudhir,,Srivastava,60.28,81.33,81.6,VTU  ,Karnataka,NCS,N,78,B+,0,C,0,Referral
,,Kumarswamy,,Shankar,74.3,81.8,74.2,VTU  ,Karnataka,,,,,,,,Online
C3193,,Aditya,Nandkishor,Roy,60.36,84.67,87.46,BRABU,Maharashtra,NCS,N,,,,,,Online
,,Amita,Vishwas,S Muthu Manickam,56.42,72.5,81.46,PUNEU,Maharashtra,,,,,,,,Online
,,Adheesh,Anil,Rentala,64.33,86.33,82.13,PUNEU,Maharashtra,,,,,,,,Referral
C3196,E3196,Sumanta,,Stephen,67.9,7.58,88.89,JADU ,West Bengal,NCS,N,76,B+,0,C,0,Online
C3197,E3197,Manjul,Mayank,Sharma,58.21,83.2,83,PUNEU,Maharashtra,NCS,N,83,A,0,C,0,Referral
C3198,E3198,Shobha ,Kumari,Sivasankaran,65.6,78,74,VTU  ,Punjab,NCS,N,89,A,0,C,0,Referral
C3199,E3199,Vijeta ,,Surve,68,70,75,GNDU ,Punjab,NCS,N,60,C,63,C,0,Walk in Interviews
,,Ravneet ,Singh,Singh,71.5,85,87.8,GNDU ,Punjab,,,,,,,,Online
C3201,E3201,Nimisha ,Kumari,Shinde,66.29,75.83,73.85,UPTEU,Punjab,NCS,N,93,A,0,C,0,Campus Recruitment
C3202,E3202,Lovaljeet ,,Sharma,76.67,73.33,88.67,GNDU ,Punjab,NCS,N,91,A,0,C,0,Referral
C3203,E3203,Rahul,Ramesh,Singh,57.89,78.17,80.13,PUNEU,Maharashtra,NCS,N,95,A,0,C,0,Campus Recruitment
C3204,E3204,Ameya,Dattatraya,S,56,74,88,PUNEU,Maharashtra,NCS,N,85,A,0,C,0,Campus Recruitment
C3205,E3205,Varun ,,Surendran,71.05,78.4,78.4,MADUN,Haryana,NCS,N,86,A,0,C,0,Campus Recruitment
C3206,E3206,Shubham ,Kumar,Solomon,76.84,88,90,MADUN,Haryana,NCS,N,91,A,0,C,0,Referral
,,Diksha ,,Sawant,72.66,79.6,75.5,MADUN,Haryana,,,,,,,,Campus Recruitment
C3208,E3208,Madho ,Singh,Sharma,83.15,83.2,87.4,MADUN,Haryana,NCS,N,92,A,0,C,0,Walk in Interviews
C3209,E3209,Phanish ,Chowdary,Shukla,68.82,91.1,78.33,MADUN,Haryana,NCS,N,60,C,63,C,0,Walk in Interviews
,,Srinija ,,Srinath,66.5,70.4,75,MADUN,Haryana,,,,,,,,Walk in Interviews
C3211,E3211,Garima ,,Saxena,70.73,75.4,87.6,MADUN,Haryana,NCS,N,82,A,0,C,0,Campus Recruitment
C3212,,Harish ,Kumar,Selvaraj,77.28,72.4,78.67,MADUN,Haryana,NCS,N,,,,,,Walk in Interviews
C3213,,Ankur ,,Sahni,73.15,81,81.2,MADUN,Haryana,NCS,N,,,,,,Referral
C3214,,Abhishek ,,Redij,75,77.3,87.4,MADUN,Haryana,NCS,N,,,,,,Online
C3215,E3215,Abhinav ,,Rawat,64.6,80.2,82.4,MADUN,Haryana,NCS,N,93,A,0,C,0,Online
C3216,E3216,Sreelakshmi,,Sridhar,63.96,87.1,77,JNTU ,Andhra Pradesh,NCS,N,94,A,0,C,0,Online
,,Madhuri,Lalitha Radha,Sharma,79,81.6,75,JNTU ,Andhra Pradesh,,,,,,,,Referral
C3218,,Sravan,Kumar,Sreenivasan,83.79,93.2,87.5,JNTU ,Andhra Pradesh,NCS,N,,,,,,Online
,,Ramachandra,Murthy,Singh,66.8,65,88.2,JNTU ,Andhra Pradesh,,,,,,,,Referral
C3220,E3220,Prashant,,Siddappa,74.46,89,74.6,JNTU ,Andhra Pradesh,NCS,N,73,B+,0,C,0,Online
C3221,E3221,Rama,Syamala,Singh,75.09,93.6,87.16,JNTU ,Andhra Pradesh,NCS,N,95,A,0,C,0,Referral
C3222,E3222,Chaitanya,Babu,Sarangapani,68.8,85.2,91,JNTU ,Andhra Pradesh,NCS,N,81,A,0,C,0,Online
,,Vineela,,Swaminathan,64.99,90.9,86.8,JNTU ,Andhra Pradesh,,,,,,,,Online
,,Archana,,Salian,67.9,94,89.3,JNTU ,Andhra Pradesh,,,,,,,,Referral
C3225,,Srikanth,,Sriharsha,69.1,91.9,81.86,JNTU ,Andhra Pradesh,NCS,N,,,,,,Campus Recruitment
,,Harika,,Selvaraj,63.1,89.4,88.33,JNTU ,Andhra Pradesh,,,,,,,,Referral
C3227,E3227,Susmitha,,Sudunagunta,82.16,90.9,89.6,JNTU ,Andhra Pradesh,NCS,N,93,A,0,C,0,Campus Recruitment
C3228,,Ashwin,,Sanghvi,73.8,92.75,86.8,ANU  ,Tamil Nadu,NCS,N,,,,,,Online
C3229,E3229,Ganga,Devi,Saxena,80.4,97.2,91,ANU  ,Tamil Nadu,NCS,N,88,A,0,C,0,Walk in Interviews
,,Bharath,Venkat,Santosh,80.25,94.75,74.6,ANU  ,Tamil Nadu,,,,,,,,Referral
C3231,E3231,Vasudevan,,Surendran,79.54,93.75,85.8,ANU  ,Tamil Nadu,NCS,N,87,A,0,C,0,Campus Recruitment
C3232,,Naimish,Harshad,Sharma,72.68,91.17,83.2,BOMU ,Maharashtra,NCS,N,,,,,,Referral
C3233,E3233,Anand,Pankaj,Safiullah,72.98,85.83,90.53,BOMU ,Maharashtra,NCS,N,100,A,0,C,0,Campus Recruitment
C3234,E3234,Vinay,Umesh,Swami,62.31,72.33,80.53,BOMU ,Maharashtra,NCS,N,92,A,0,C,0,Online
,,Lanceton,Mark,Sharma,70.3,86.17,88.93,BOMU ,Maharashtra,,,,,,,,Campus Recruitment
C3236,,Devaki,Vivek,Satpathy,60.98,89.17,85.73,BOMU ,Maharashtra,NCS,N,,,,,,Referral
C3237,E3237,Amey,Naresh,S,59.37,82,81.46,BOMU ,Maharashtra,NCS,N,82,A,0,C,0,Referral
C3238,,Satheesh,Kumar,Singla,75.55,86,76,ANU  ,Tamil Nadu,NCS,N,,,,,,Walk in Interviews
C3239,E3239,Aathavan,,Ravi,76.54,95.75,86.63,ANU  ,Tamil Nadu,NCS,N,88,A,0,C,0,Online
C3240,E3240,Viginesh,,Suresh Babu,87.4,96.41,83.18,ANU  ,Tamil Nadu,NCS,N,84,A,0,C,0,Campus Recruitment
C3241,E3241,Sri Vidya,Vidya,Sridharan,84.28,97.92,91.27,ANU  ,Tamil Nadu,NCS,N,96,A,0,C,0,Referral
C3242,E3242,Navanethan,,Sheety,79.19,93.17,95.4,ANU  ,Tamil Nadu,NCS,N,94,A,0,C,0,Campus Recruitment
C3243,E3243,Logesh,Waran,Sharma,80.17,93.08,83.27,ANU  ,Tamil Nadu,NCS,N,83,A,0,C,0,Campus Recruitment
C3244,,Rohit,Ramesh,Singh,61.86,84.83,83.86,MSB  ,Gujarat,NCS,N,,,,,,Campus Recruitment
,,Apoorva,Rajendra,Salgotra,70.5,73.08,83.71,NAGU ,Gujarat,,,,,,,,Referral
C3246,E3246,Dimpy,Mohan,Sawant,59.2,61.87,82.86,MSB  ,Gujarat,NCS,N,60,C,63,C,0,Campus Recruitment
C3247,,Vishal,,Swaminathan,55.73,65.6,69.2,MSB  ,Gujarat,NCS,N,,,,,,Walk in Interviews
C3248,,Amol,Subhash,Sabbineni,57.86,70.62,80.57,MSB  ,Gujarat,NCS,N,,,,,,Walk in Interviews
C3249,E3249,Muthu,Sundaranathan,Sharma,71.71,85.08,81.9,ANU  ,Tamil Nadu,NCS,N,60,C,63,C,0,Walk in Interviews
C3250,,Manoj,Kumar,Sharma,76.9,70.6,77.8,ANU  ,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C3251,E3251,Balakrishna,,Sankarapu,81,96,92,ANU  ,Tamil Nadu,NCS,N,95,A,0,C,0,Walk in Interviews
C3252,E3252,Vignesh,,Suri,71.4,77.9,78.4,ANU  ,Tamil Nadu,NCS,N,60,C,63,C,0,Referral
C3253,E3253,Vignesh,,Suri,69.6,89.04,83.82,ANU  ,Tamil Nadu,NCS,N,75,B+,0,C,0,Online
,,Krishnachand,,Shambu Gowda,82.61,76,83.6,ANU  ,Tamil Nadu,,,,,,,,Online
C3255,E3255,Prateek,Kumar,Sigh,8.79,87,91.5,VIOTE,Tamil Nadu,NCS,N,92,A,0,C,0,Online
